Pelecanus erythrorhynchos: ('species', 'Animalia', 4334, 'Pelecanus', 'genus')
Zonotrichia atricapilla: ('species', 'Animalia', 9185, 'Zonotrichia', 'genus')
Andricus quercuscalifornicus: ('species', 'Animalia', 55887, 'Andricus', 'genus')
Blitum californicum: ('species', 'Plantae', 878230, 'Blitum', 'genus')
Plagiobothrys: ('genus', 'Plantae', 49139, 'Boraginaceae', 'family')
Lasthenia: ('genus', 'Plantae', 50988, 'Asteraceae', 'family')
Claytonia gypsophiloides: ('species', 'Plantae', 55344, 'Claytonia', 'genus')
Sanicula tuberosa: ('species', 'Plantae', 56842, 'Sanicula', 'genus')
Vanessa annabella: ('species', 'Animalia', 50786, 'Vanessa', 'genus')
Pholistoma membranaceum: ('species', 'Plantae', 57352, 'Pholistoma', 'genus')
Eucalyptus polyanthemos: ('species', 'Plantae', 58207, 'Eucalyptus', 'genus')
Agave americana: ('species', 'Plantae', 64103, 'Agave', 'genus')
Eucalyptus sideroxylon: ('species', 'Plantae', 77092, 'Eucalyptus', 'genus')
Nerium oleander: ('species', 'Plantae', 47563, 'Nerium', 'genus')
Capsella bursa-pastoris: ('species', 'Plantae', 56121, 'Capsella', 'genus')
Thysanocarpus laciniatus: ('species', 'Plantae', 58090, 'Thysanocarpus', 'genus')
Raphanus: ('genus', 'Plantae', 55412, 'Brassicaceae', 'family')
Thlaspi arvense: ('species', 'Plantae', 79358, 'Thlaspi', 'genus')
Rhodofomes cajanderi: ('species', 'Fungi', 764105, 'Rhodofomes', 'genus')
Pyracantha: ('genus', 'Plantae', 54052, 'Rosaceae', 'family')
Lavandula: ('genus', 'Plantae', 61905, 'Lamiaceae', 'family')
Ribes: ('genus', 'Plantae', 47130, 'Grossulariaceae', 'family')
Pellaea andromedifolia: ('species', 'Plantae', 57231, 'Pellaea', 'genus')
Vespula pensylvanica: ('species', 'Animalia', 61355, 'Vespula', 'genus')
Thalictrum fendleri: ('species', 'Plantae', 53299, 'Thalictrum', 'genus')
Arctostaphylos crustacea: ('species', 'Plantae', 75507, 'Arctostaphylos', 'genus')
Acacia longifolia: ('species', 'Plantae', 63379, 'Acacia', 'genus')
Echium candicans: ('species', 'Plantae', 57723, 'Echium', 'genus')
Eucalyptus conferruminata: ('species', 'Plantae', 77090, 'Eucalyptus', 'genus')
Acacia: ('genus', 'Plantae', 47452, 'Fabaceae', 'family')
Alsinoideae: ('subfamily', 'Plantae', 791418, 'Caryophyllaceae', 'family')
Senecio vulgaris: ('species', 'Plantae', 53211, 'Senecio', 'genus')
Sanicula: ('genus', 'Plantae', 53202, 'Apiaceae', 'family')
Sonchus: ('genus', 'Plantae', 53270, 'Asteraceae', 'family')
Boisea rubrolineata: ('species', 'Animalia', 53226, 'Boisea', 'genus')
Armadillidium vulgare: ('species', 'Animalia', 56083, 'Armadillidium', 'genus')
Cyclosa conica: ('species', 'Animalia', 205888, 'Cyclosa', 'genus')
Nematocera: ('suborder', 'Animalia', 154259, 'Diptera', 'order')
Annelida: ('phylum', 'Animalia', 47491, 'Animalia', 'kingdom')
Panurginus: ('genus', 'Animalia', 252761, 'Andrenidae', 'family')
Toxomerus occidentalis: ('species', 'Animalia', 58752, 'Toxomerus', 'genus')
Lomatium caruifolium: ('species', 'Plantae', 56213, 'Lomatium', 'genus')
Barbarea: ('genus', 'Plantae', 52977, 'Brassicaceae', 'family')
Lupinus latifolius: ('species', 'Plantae', 67379, 'Lupinus', 'genus')
Plagiobothrys canescens: ('species', 'Plantae', 58064, 'Plagiobothrys', 'genus')
Polistes dominula: ('species', 'Animalia', 84640, 'Polistes', 'genus')
Bombus californicus: ('species', 'Animalia', 124420, 'Bombus', 'genus')
Sturnus vulgaris: ('species', 'Animalia', 14850, 'Sturnus', 'genus')
Lygaeus kalmii: ('species', 'Animalia', 62045, 'Lygaeus', 'genus')
Gastrophysa cyanea: ('species', 'Animalia', 69765, 'Gastrophysa', 'genus')
Rumex salicifolius: ('species', 'Plantae', 60233, 'Rumex', 'genus')
Limnanthes douglasii nivea: ('subspecies', 'Plantae', 51342, 'Limnanthes douglasii', 'species')
Erythranthe grandis: ('species', 'Plantae', 771876, 'Erythranthe', 'genus')
Calystegia subacaulis: ('species', 'Plantae', 57012, 'Calystegia', 'genus')
Irbisia: ('genus', 'Animalia', 68628, 'Miridae', 'family')
Anthaxia: ('genus', 'Animalia', 173113, 'Buprestidae', 'family')
Lytta crotchii: ('species', 'Animalia', 451872, 'Lytta', 'genus')
Amerallium: ('subgenus', 'Plantae', 899553, 'Amaryllidaceae', 'family')
Lepidium draba: ('species', 'Plantae', 63352, 'Lepidium', 'genus')
Diadophis punctatus amabilis: ('subspecies', 'Animalia', 26598, 'Diadophis punctatus', 'species')
Sinapis arvensis: ('species', 'Plantae', 53264, 'Sinapis', 'genus')
Crepis vesicaria: ('species', 'Plantae', 56868, 'Crepis', 'genus')
Chimarocephala pacifica: ('species', 'Animalia', 155258, 'Chimarocephala', 'genus')
Calliphoridae: ('family', 'Animalia', 61860, 'Diptera', 'order')
Bromus: ('genus', 'Plantae', 52701, 'Poaceae', 'family')
Brassica nigra: ('species', 'Plantae', 53112, 'Brassica', 'genus')
Malva nicaeensis: ('species', 'Plantae', 61043, 'Malva', 'genus')
Balsamorhiza macrolepis: ('species', 'Plantae', 69665, 'Balsamorhiza', 'genus')
Bombyliidae: ('family', 'Animalia', 51558, 'Diptera', 'order')
Castilleja rubicundula: ('species', 'Plantae', 60480, 'Castilleja', 'genus')
Streptanthus glandulosus glandulosus: ('subspecies', 'Plantae', 58783, 'Streptanthus glandulosus', 'species')
Lon melane: ('species', 'Animalia', 1081332, 'Lon', 'genus')
Aquarius remigis: ('species', 'Animalia', 59651, 'Aquarius', 'genus')
Fumaria muralis: ('species', 'Plantae', 129075, 'Fumaria', 'genus')
Empidoidea: ('superfamily', 'Animalia', 318504, 'Diptera', 'order')
Sisymbrium officinale: ('species', 'Plantae', 53266, 'Sisymbrium', 'genus')
Tipula: ('genus', 'Animalia', 60393, 'Tipulidae', 'family')
Prunus ilicifolia: ('species', 'Plantae', 57250, 'Prunus', 'genus')
Osmorhiza berteroi: ('species', 'Plantae', 53166, 'Osmorhiza', 'genus')
Rafinesquia californica: ('species', 'Plantae', 53193, 'Rafinesquia', 'genus')
Molorchus longicollis: ('species', 'Animalia', 354554, 'Molorchus', 'genus')
Blapylis: ('subgenus', 'Animalia', 326234, 'Tenebrionidae', 'family')
Anthocharis sara: ('species', 'Animalia', 59124, 'Anthocharis', 'genus')
Holorusia hespera: ('species', 'Animalia', 60390, 'Holorusia', 'genus')
Leptosiphon liniflorus: ('species', 'Plantae', 64244, 'Leptosiphon', 'genus')
Micropus californicus californicus: ('variety', 'Plantae', 58030, 'Micropus californicus', 'species')
Iris orientalis: ('species', 'Plantae', 164130, 'Iris', 'genus')
Packera breweri: ('species', 'Plantae', 56983, 'Packera', 'genus')
Harpaphe haydeniana: ('species', 'Animalia', 47737, 'Harpaphe', 'genus')
Madia: ('genus', 'Plantae', 53136, 'Asteraceae', 'family')
Nemophila parviflora: ('species', 'Plantae', 57353, 'Nemophila', 'genus')
Microseridinae: ('subtribe', 'Plantae', 632705, 'Asteraceae', 'family')
Podabrus cavicollis: ('species', 'Animalia', 57771, 'Podabrus', 'genus')
Lasioglossum: ('subgenus', 'Animalia', 569269, 'Halictidae', 'family')
Ranunculus occidentalis: ('species', 'Plantae', 68057, 'Ranunculus', 'genus')
Logfia gallica: ('species', 'Plantae', 56949, 'Logfia', 'genus')
Senecio aronicoides: ('species', 'Plantae', 53206, 'Senecio', 'genus')
Closterotomus norwegicus: ('species', 'Animalia', 481260, 'Closterotomus', 'genus')
Sarcophagidae: ('family', 'Animalia', 52910, 'Diptera', 'order')
Lathyrus angulatus: ('species', 'Plantae', 77633, 'Lathyrus', 'genus')
Anastrangalia laetifica: ('species', 'Animalia', 116725, 'Anastrangalia', 'genus')
Boloria epithore: ('species', 'Animalia', 68273, 'Boloria', 'genus')
Lepomis: ('genus', 'Animalia', 49592, 'Centrarchidae', 'family')
Carduus: ('genus', 'Plantae', 52991, 'Asteraceae', 'family')
Lupinus formosus: ('species', 'Plantae', 57054, 'Lupinus', 'genus')
Delphinium parryi: ('species', 'Plantae', 58303, 'Delphinium', 'genus')
Erigeron philadelphicus: ('species', 'Plantae', 67820, 'Erigeron', 'genus')
Datisca glomerata: ('species', 'Plantae', 58888, 'Datisca', 'genus')
Cirsium occidentale: ('species', 'Plantae', 52621, 'Cirsium', 'genus')
Dactylis glomerata: ('species', 'Plantae', 52720, 'Dactylis', 'genus')
Polystichum: ('genus', 'Plantae', 47752, 'Dryopteridaceae', 'family')
Cytisus scoparius: ('species', 'Plantae', 48538, 'Cytisus', 'genus')
Phacelia nemoralis: ('species', 'Plantae', 53173, 'Phacelia', 'genus')
Hypericum androsaemum: ('species', 'Plantae', 77480, 'Hypericum', 'genus')
Silene coronaria: ('species', 'Plantae', 485191, 'Silene', 'genus')
Ipomoea: ('genus', 'Plantae', 52346, 'Convolvulaceae', 'family')
Eriogonum giganteum giganteum: ('variety', 'Plantae', 64111, 'Eriogonum giganteum', 'species')
Acacia melanoxylon: ('species', 'Plantae', 53344, 'Acacia', 'genus')
Salvia apiana: ('species', 'Plantae', 64134, 'Salvia', 'genus')
Salvia spathacea: ('species', 'Plantae', 64133, 'Salvia', 'genus')
Prunus ilicifolia ilicifolia: ('subspecies', 'Plantae', 59002, 'Prunus ilicifolia', 'species')
Atriplex lentiformis: ('species', 'Plantae', 58118, 'Atriplex', 'genus')
Malva assurgentiflora: ('species', 'Plantae', 77951, 'Malva', 'genus')
Cercis occidentalis: ('species', 'Plantae', 59556, 'Cercis', 'genus')
Glandularia lilacina: ('species', 'Plantae', 876398, 'Glandularia', 'genus')
Platanus racemosa: ('species', 'Plantae', 58231, 'Platanus', 'genus')
Icaricia: ('genus', 'Animalia', 520397, 'Lycaenidae', 'family')
Carthamus lanatus: ('species', 'Plantae', 64232, 'Carthamus', 'genus')
Rhododendron occidentale: ('species', 'Plantae', 60527, 'Rhododendron', 'genus')
Pseudognaphalium stramineum: ('species', 'Plantae', 53089, 'Pseudognaphalium', 'genus')
Lilium pardalinum: ('species', 'Plantae', 57129, 'Lilium', 'genus')
Verbascum thapsus: ('species', 'Plantae', 59029, 'Verbascum', 'genus')
Lagophylla ramosissima: ('species', 'Plantae', 56965, 'Lagophylla', 'genus')
Cyperus eragrostis: ('species', 'Plantae', 59055, 'Cyperus', 'genus')
Arum italicum: ('species', 'Plantae', 61168, 'Arum', 'genus')
Xylocopa: ('genus', 'Animalia', 51111, 'Apidae', 'family')
Lactuca serriola: ('species', 'Plantae', 53107, 'Lactuca', 'genus')
Cercyonis pegala: ('species', 'Animalia', 58606, 'Cercyonis', 'genus')
Lythrum hyssopifolia: ('species', 'Plantae', 58934, 'Lythrum', 'genus')
Anthemideae: ('tribe', 'Plantae', 373844, 'Asteraceae', 'family')
Libellula saturata: ('species', 'Animalia', 47817, 'Libellula', 'genus')
Acmispon americanus: ('species', 'Plantae', 57049, 'Acmispon', 'genus')
Pentatomoidea: ('superfamily', 'Animalia', 47743, 'Hemiptera', 'order')
Gnaphalieae: ('tribe', 'Plantae', 324787, 'Asteraceae', 'family')
Polyporales: ('order', 'Fungi', 47380, 'Agaricomycetes', 'class')
Tupiocoris californicus: ('species', 'Animalia', 233111, 'Tupiocoris', 'genus')
Daucus carota: ('species', 'Plantae', 76610, 'Daucus', 'genus')
Lactuca saligna: ('species', 'Plantae', 53105, 'Lactuca', 'genus')
Chrysolepis chrysophylla: ('species', 'Plantae', 53363, 'Chrysolepis', 'genus')
Pseudognaphalium ramosissimum: ('species', 'Plantae', 53088, 'Pseudognaphalium', 'genus')
Neurotrichus gibbsii: ('species', 'Animalia', 47051, 'Neurotrichus', 'genus')
Icaricia acmon: ('species', 'Animalia', 520456, 'Icaricia', 'genus')
Cortaderia: ('genus', 'Plantae', 52715, 'Poaceae', 'family')
Centromadia fitchii: ('species', 'Plantae', 58804, 'Centromadia', 'genus')
Halyomorpha halys: ('species', 'Animalia', 81923, 'Halyomorpha', 'genus')
Agoseris apargioides: ('species', 'Plantae', 58801, 'Agoseris', 'genus')
Neotamias merriami: ('species', 'Animalia', 197810, 'Neotamias', 'genus')
Rhaphiolepis indica: ('species', 'Plantae', 179305, 'Rhaphiolepis', 'genus')
Narcissus tazetta: ('species', 'Plantae', 56027, 'Narcissus', 'genus')
Regulus calendula: ('species', 'Animalia', 117095, 'Regulus', 'genus')
Prunus: ('genus', 'Plantae', 47351, 'Rosaceae', 'family')
Spatula clypeata: ('species', 'Animalia', 558438, 'Spatula', 'genus')
Catharus guttatus: ('species', 'Animalia', 12890, 'Catharus', 'genus')
Ribes speciosum: ('species', 'Plantae', 50824, 'Ribes', 'genus')
Colaptes auratus: ('species', 'Animalia', 18236, 'Colaptes', 'genus')
Ranunculus: ('genus', 'Plantae', 48230, 'Ranunculaceae', 'family')
Mergus merganser: ('species', 'Animalia', 7004, 'Mergus', 'genus')
Calliphora vicina: ('species', 'Animalia', 119115, 'Calliphora', 'genus')
Calvatia booniana: ('species', 'Fungi', 69818, 'Calvatia', 'genus')
Micranthes californica: ('species', 'Plantae', 78023, 'Micranthes', 'genus')
Agoseris retrorsa: ('species', 'Plantae', 57908, 'Agoseris', 'genus')
Euphagus cyanocephalus: ('species', 'Animalia', 10325, 'Euphagus', 'genus')
Syneta: ('genus', 'Animalia', 211250, 'Chrysomelidae', 'family')
Tropidocarpum gracile: ('species', 'Plantae', 58091, 'Tropidocarpum', 'genus')
Allium neapolitanum: ('species', 'Plantae', 61475, 'Allium', 'genus')
Acari: ('subclass', 'Animalia', 52788, 'Arachnida', 'class')
Lucilia sericata: ('species', 'Animalia', 128824, 'Lucilia', 'genus')
Erodium: ('genus', 'Plantae', 47688, 'Geraniaceae', 'family')
Hordeum: ('genus', 'Plantae', 52797, 'Poaceae', 'family')
Ampedus cordifer: ('species', 'Animalia', 322904, 'Ampedus', 'genus')
Trimerotropis pallidipennis: ('species', 'Animalia', 51493, 'Trimerotropis', 'genus')
Brachysomida californica: ('species', 'Animalia', 70049, 'Brachysomida', 'genus')
Anthrenus lepidus: ('species', 'Animalia', 210052, 'Anthrenus', 'genus')
Eucera frater albopilosa: ('subspecies', 'Animalia', 603593, 'Eucera frater', 'species')
Plectritis congesta brachystemon: ('subspecies', 'Plantae', 57787, 'Plectritis congesta', 'species')
Lasioglossum: ('genus', 'Animalia', 57678, 'Halictidae', 'family')
Sphegina: ('genus', 'Animalia', 62042, 'Syrphidae', 'family')
Melanthaxia: ('subgenus', 'Animalia', 492141, 'Buprestidae', 'family')
Gelechioidea: ('superfamily', 'Animalia', 55518, 'Lepidoptera', 'order')
Hedera: ('genus', 'Plantae', 55883, 'Araliaceae', 'family')
Zenaida macroura: ('species', 'Animalia', 3454, 'Zenaida', 'genus')
Aquilegia eximia: ('species', 'Plantae', 57230, 'Aquilegia', 'genus')
Cercopoidea: ('superfamily', 'Animalia', 56194, 'Hemiptera', 'order')
Vancouveria planipetala: ('species', 'Plantae', 63938, 'Vancouveria', 'genus')
Lonicera involucrata ledebourii: ('variety', 'Plantae', 60990, 'Lonicera involucrata', 'species')
Sphaerophoria sulphuripes: ('species', 'Animalia', 129893, 'Sphaerophoria', 'genus')
Artemisia douglasiana: ('species', 'Plantae', 52854, 'Artemisia', 'genus')
Coenagrionidae: ('family', 'Animalia', 47925, 'Odonata', 'order')
Sanguisorba minor: ('species', 'Plantae', 55736, 'Sanguisorba', 'genus')
Petasites frigidus palmatus: ('variety', 'Plantae', 55778, 'Petasites frigidus', 'species')
Ceanothus: ('genus', 'Plantae', 49674, 'Rhamnaceae', 'family')
Tringa melanoleuca: ('species', 'Animalia', 3892, 'Tringa', 'genus')
Rabdophaga salicisbatatus: ('species', 'Animalia', 355501, 'Rabdophaga', 'genus')
Euura californica: ('species', 'Animalia', 1354403, 'Euura', 'genus')
Juglans hindsii: ('species', 'Plantae', 54502, 'Juglans', 'genus')
Salicornia pacifica: ('species', 'Plantae', 78931, 'Salicornia', 'genus')
Centromadia pungens pungens: ('subspecies', 'Plantae', 64196, 'Centromadia pungens', 'species')
Lepidium latifolium: ('species', 'Plantae', 60153, 'Lepidium', 'genus')
Cyprinus carpio: ('species', 'Animalia', 53911, 'Cyprinus', 'genus')
Typha angustifolia: ('species', 'Plantae', 60316, 'Typha', 'genus')
Actaea rubra: ('species', 'Plantae', 49870, 'Actaea', 'genus')
Diplolepis polita: ('species', 'Animalia', 70990, 'Diplolepis', 'genus')
Pentatomidae: ('family', 'Animalia', 47742, 'Hemiptera', 'order')
Ichneumonidae: ('family', 'Animalia', 47199, 'Hymenoptera', 'order')
Perideridia kelloggii: ('species', 'Plantae', 56838, 'Perideridia', 'genus')
Heterotheca sessiliflora: ('species', 'Plantae', 57988, 'Heterotheca', 'genus')
Adenocaulon bicolor: ('species', 'Plantae', 56854, 'Adenocaulon', 'genus')
Picidae: ('family', 'Animalia', 17599, 'Piciformes', 'order')
Physocarpus capitatus: ('species', 'Plantae', 57249, 'Physocarpus', 'genus')
Pacifastacus leniusculus: ('species', 'Animalia', 53708, 'Pacifastacus', 'genus')
Senecio flaccidus: ('species', 'Plantae', 58036, 'Senecio', 'genus')
Rhamnus ilicifolia: ('species', 'Plantae', 58308, 'Rhamnus', 'genus')
Aculus tetanothrix: ('species', 'Animalia', 469076, 'Aculus', 'genus')
Cichorioideae: ('subfamily', 'Plantae', 447425, 'Asteraceae', 'family')
Sitta pygmaea: ('species', 'Animalia', 14816, 'Sitta', 'genus')
Equisetum telmateia: ('species', 'Plantae', 57030, 'Equisetum', 'genus')
Calycadenia multiglandulosa: ('species', 'Plantae', 56863, 'Calycadenia', 'genus')
Rubus leucodermis: ('species', 'Plantae', 63960, 'Rubus', 'genus')
Symphyotrichum: ('genus', 'Plantae', 56112, 'Asteraceae', 'family')
Neolentinus ponderosus: ('species', 'Fungi', 311292, 'Neolentinus', 'genus')
Cordia sebestena: ('species', 'Plantae', 160878, 'Cordia', 'genus')
Plumeria obtusa: ('species', 'Plantae', 167075, 'Plumeria', 'genus')
Branta sandvicensis: ('species', 'Animalia', 7104, 'Branta', 'genus')
Costus woodsonii: ('species', 'Plantae', 345571, 'Costus', 'genus')
Ardisia elliptica: ('species', 'Plantae', 158587, 'Ardisia', 'genus')
Microsorum grossum: ('species', 'Plantae', 369881, 'Microsorum', 'genus')
Araucaria columnaris: ('species', 'Plantae', 53717, 'Araucaria', 'genus')
Cunninghamia lanceolata: ('species', 'Plantae', 127861, 'Cunninghamia', 'genus')
Phaethon lepturus: ('species', 'Animalia', 4314, 'Phaethon', 'genus')
Erechtites valerianifolius: ('species', 'Plantae', 427608, 'Erechtites', 'genus')
Eucalyptus robusta: ('species', 'Plantae', 162761, 'Eucalyptus', 'genus')
Ricinus communis: ('species', 'Plantae', 56739, 'Ricinus', 'genus')
Fuchsia magellanica: ('species', 'Plantae', 163112, 'Fuchsia', 'genus')
Lissachatina fulica: ('species', 'Animalia', 502885, 'Lissachatina', 'genus')
Buddleja madagascariensis: ('species', 'Plantae', 159587, 'Buddleja', 'genus')
Araneinae: ('subfamily', 'Animalia', 417879, 'Araneidae', 'family')
Dodonaea viscosa: ('species', 'Plantae', 122711, 'Dodonaea', 'genus')
Scaevola taccada: ('species', 'Plantae', 363481, 'Scaevola', 'genus')
Heliconia bihai: ('species', 'Plantae', 163639, 'Heliconia', 'genus')
Odontonema: ('genus', 'Plantae', 156695, 'Acanthaceae', 'family')
Sanchezia parvibracteata: ('species', 'Plantae', 281120, 'Sanchezia', 'genus')
Hellenia speciosa: ('species', 'Plantae', 764909, 'Hellenia', 'genus')
Cyperus: ('genus', 'Plantae', 52734, 'Cyperaceae', 'family')
Morinda citrifolia: ('species', 'Plantae', 121022, 'Morinda', 'genus')
Felis catus: ('species', 'Animalia', 118552, 'Felis', 'genus')
Lythrum maritimum: ('species', 'Plantae', 165021, 'Lythrum', 'genus')
Halmus chalybeus: ('species', 'Animalia', 244625, 'Halmus', 'genus')
Dryobates pubescens: ('species', 'Animalia', 792988, 'Dryobates', 'genus')
Pseudotsuga menziesii menziesii: ('variety', 'Plantae', 63910, 'Pseudotsuga menziesii', 'species')
Isocoma menziesii: ('species', 'Plantae', 77511, 'Isocoma', 'genus')
Marrubium vulgare: ('species', 'Plantae', 54605, 'Marrubium', 'genus')
Symphoricarpos: ('genus', 'Plantae', 48528, 'Caprifoliaceae', 'family')
Podilymbus podiceps: ('species', 'Animalia', 4246, 'Podilymbus', 'genus')
Pseudotsuga menziesii: ('species', 'Plantae', 48256, 'Pseudotsuga', 'genus')
Mareca strepera: ('species', 'Animalia', 558439, 'Mareca', 'genus')
Bolbitius: ('genus', 'Fungi', 55473, 'Bolbitiaceae', 'family')
Rhamnus crocea: ('species', 'Plantae', 57243, 'Rhamnus', 'genus')
Marasmiineae: ('suborder', 'Fungi', 785516, 'Agaricales', 'order')
Polypodium calirhiza: ('species', 'Plantae', 52678, 'Polypodium', 'genus')
Cercocarpus betuloides: ('species', 'Plantae', 63977, 'Cercocarpus', 'genus')
Castilleja subinclusa: ('species', 'Plantae', 53915, 'Castilleja', 'genus')
Genisteae: ('tribe', 'Plantae', 548591, 'Fabaceae', 'family')
Pittosporum undulatum: ('species', 'Plantae', 51594, 'Pittosporum', 'genus')
